Powerhouse Museum,2013-08-29T20:56:46+0000,21145917717_10151874867677718,4,0,0,0.072837633,link,This photograph of a newborn baby girl  produced from a black and white negative in the Powerhouse Museum’s David Mist photography archive  was the last... More
Powerhouse Museum,2013-08-29T05:49:15+0000,21145917717_10151873722792718,4,0,0,0.017964072,photo,Make a Father's Day card  http://play.powerhousemuseum.com/make-and-do/special-occasions/make-fathers-day-cards/  Find other Father's Day gifts and activities here http://play.powerhousemuseum.com/make-and-do/special-occasions/
Powerhouse Museum,2013-08-28T20:46:57+0000,21145917717_10151872877637718,10,2,0,0.061375661,link,Photographs of people at work can be rare. This photograph  although staged  is interesting because the woman in the mid-ground on the right hand sight... More
Powerhouse Museum,2013-08-28T00:06:06+0000,21145917717_10151871330597718,5,3,0,0.02417962,link,The name Wonderland evokes a sense of magic and mystery  something otherworldly and out of reach – much like the famed Alice and her trip down the rabbit hole. Sydney has more than one connection to the use of this name  most recently  is the title …
Powerhouse Museum,2013-08-27T20:39:10+0000,21145917717_10151870953167718,3,0,0,0.01065449,link,This photograph is one of about fifty taken by the young Hedda Morrison at the Stuttgart folk festival in 1931. The photographer’s interest in the careful... More
Powerhouse Museum,2013-08-26T20:31:28+0000,21145917717_10151868887467718,3,0,0,0.019174041,link,This is another image from the Rousel Studios Archive Collection. This one dates from the 1930s and shows an advertisement for gas ovens painted on... More
Powerhouse Museum,2013-08-26T02:06:04+0000,21145917717_10151867312347718,3,4,0,0.026651217,link,We have two exciting positions that need filling here at the museum:  - Director Curatorial  Collections and Exhibitions - Director Public Engagement  http://www.bspes.com/2013/08/powerhouse-museum-director-roles/
Powerhouse Museum,2013-08-26T01:52:55+0000,21145917717_10151867295252718,18,3,1,0.048977061,link,I F***king Love Science is a Facebook page that started in March 2012  posting quirky but accurate science news and ideas  with serious depth as well as humour. It grew phenomenally and now has more than 6.5 million followers. Its founder  Elise …
Powerhouse Museum,2013-08-25T22:25:57+0000,21145917717_10151866985772718,3,0,0,0.018691589,link,This photograph shows another advertising billboard designed by Rousel Studios for Holeproof Hosiery. The previous billboard relied almost entirely on a stylised image of a... More
Powerhouse Museum,2013-08-24T12:16:35+0000,21145917717_10151863885107718,5,5,0,0.02688172,link,Rachel Pupazzoni from ABC News 24 talks to Powerhouse Museum curator Peter Cox about the upcoming The Beatles in Australia exhibition. Opens 21 September.
Powerhouse Museum,2013-08-23T05:52:44+0000,21145917717_10151860636197718,11,5,0,0.02607987,link,Be inspired by a visit to the George Nelson exhibition and then make your very own spotted bubble lantern to take home.
Powerhouse Museum,2013-08-22T20:32:28+0000,21145917717_10151859783827718,6,3,0,0.025768087,link,This photograph from the Rousel Studio Archive Collection shows a roadside wall advertising sign designed by Rousel Studios for Holeproof Hosiery in the 1920s. The... More
Powerhouse Museum,2013-08-21T20:53:55+0000,21145917717_10151857817962718,4,7,0,0.063324538,link,This coloured postcard shows the bustling main street of Gympie  Queensland  a town that thrived in the years following the discovery of gold there in... More
Powerhouse Museum,2013-08-21T01:12:40+0000,21145917717_10151856270552718,10,2,1,0.031613977,link,A recent statement made by a politician  ironically prefaced by the phrases smart  well-educated  and experienced  about a ‘suppository of knowledge’ got us in the Powerhouse Museum curatorial department thinking about what this capsule of …
Powerhouse Museum,2013-08-19T20:38:03+0000,21145917717_10151853771022718,1,0,0,0.012323944,link,The 1921-22 Australian rugby league tour of Great Britain coincided with a peaking in the popularity of the game in northern England on the back... More
Powerhouse Museum,2013-08-19T01:55:09+0000,21145917717_10151851910532718,9,7,1,0.028314028,link,Meccano model builders  industrial archaeologists and lovers of Sydney’s history were bitterly disappointed recently when the Navy announced on 8 August 2013 that the giant hammerhead crane towering over the Garden Island Naval Depot on Sydney …
Powerhouse Museum,2013-08-18T20:58:06+0000,21145917717_10151851438182718,4,0,0,0.012870013,link,This photograph from the Tom Lennon photographic archive collection shows an unknown dance band in the 1930s at an unknown venue. The radiating geometry of... More
Powerhouse Museum,2013-08-18T00:37:52+0000,21145917717_10151849810997718,5,0,0,0.015086207,link,This photograph from the Tyrrell collection shows the suspension foot bridge connecting Avenue Road to Park Avenue over Reid Park  Mosman. The image is taken... More
Powerhouse Museum,2013-08-16T01:38:53+0000,21145917717_10151845830297718,0,0,0,0.013916501,link,Say hello to Studio Pop-ups  where you can get up close and personal with designers and their creative process! Thursday 15 to Sunday 18 August  10am to 5pm Tickets: free with Museum entry   Everybody knows about the Powerhouse Museum’s Young Blood markets which were launched in 2005 as part of Sydney Design. It was one of the first designer markets in Sydney and the only design market which was presented in a vibrant museum setting. Markets are an important launch pad for emerging designers but as a museum dedicated to ‘unpacking’ design in all its manifestations  we now feel its time to crank it up a notch and give you the chance to see inside a designer’s studio.   Studio Pop-ups will continue to support the work of local designers whilst offering you a deeper and more meaningful experience with the design process. Discover how a jeweller makes each piece  learn about contemporary technologies  processes  systems and equipment and find out first hand what motivates and inspires designers or hear about changes in their field.   Studio Pop-ups presents ten carefully selected design studios – as pop ups. Designers are selling their products and also offering you the chance to see how it’s done. Each studio is housed in a specially-designed pop up stall located inside the Museum. Studio Pop-ups is the perfect opportunity to be a part of the design conversation and to learn more about the design process. Where else can you buy your favourite designer’s work  have a go at the creative process yourself and go home with a deeper knowledge and understanding of how it was made?  http://www.sydneydesign.com.au/2013/event/studio-pop-ups-3/
Powerhouse Museum,2013-08-15T20:40:17+0000,21145917717_10151845298682718,3,1,0,0.006944444,link,This photograph from the Tyrrell collection shows some model yacht enthusiasts sailing their craft in Centennial Park. Model yacht sailing was a popular leisure activity... More
Powerhouse Museum,2013-08-14T20:33:03+0000,21145917717_10151843201982718,6,2,0,0.016073479,link,This image from Kerry & Co shows a ‘million dollar’ view of Sydney Harbour and the city taken from Lavender Bay  probably in the... More
Powerhouse Museum,2013-08-14T02:20:05+0000,21145917717_10151841579007718,5,2,0,0.017605634,link,‘The revolution is not an apple that falls when it is ripe. You have to make it fall’. Che Guevara Computing devices are now so ensconced in our lives that the notion of being deprived of one of these devices is seen as a removal of liberty. The loss …
Powerhouse Museum,2013-08-13T20:54:09+0000,21145917717_10151841109722718,3,0,0,0.017605634,link,We have been busy in our photography studio recently photographing the Collette Dinnigan collection including this beautiful slip dress of fine silk gauze handstitched with black... More
Powerhouse Museum,2013-08-12T20:47:01+0000,21145917717_10151838955167718,6,1,0,0.017152659,link,This Calumet large format view camera was used by Wolfgang Sievers. Wolfgang Sievers’ photography is recognised in national and international collections. This camera was used... More
Powerhouse Museum,2013-08-12T00:04:16+0000,21145917717_10151836941167718,4,1,0,0.017137961,link,I’ve been holidaying in Europe recently; mainly Italy and Greece  but we also managed a day in Marseille. France’s oldest and second-largest city is European City of Culture for 2013 so there is even more to see than usual. Focusing on Marseille as a …
Powerhouse Museum,2013-08-11T20:37:22+0000,21145917717_10151836568652718,5,1,0,0.024793388,link,This very romantic photograph combined with a verse from the song  Come Back To Erin would have held much appeal to the large numbers of Irish... More
Powerhouse Museum,2013-08-08T20:44:55+0000,21145917717_10151829799592718,2,1,0,0.004934211,link,Following on from yesterday’s post and to mark the United Nations International Day of the World’s Indigenous Peoples  here is another photograph of Mavis Warrngilna Ganambarr ... More
Powerhouse Museum,2013-08-08T03:45:56+0000,21145917717_10151828501682718,1,0,0,0.008474576,link,Seats still available for this Hypothetical at the Powerhouse this evening (part of Sydney Design 2013)...
Powerhouse Museum,2013-08-07T20:37:44+0000,21145917717_10151827788037718,4,2,0,0.01029601,link,This photograph shows Mavis Warrngilna Ganambarr  one of Australia’s leading fibre artists  whose work is featured in the Love Lace exhibition. It was shot on... More
Powerhouse Museum,2013-08-07T01:25:31+0000,21145917717_10151826164657718,5,5,0,0.012787724,link,To mark this year’s Engineering Week  I decided to feature Florence Violet Wallace  aka Florence McKenzie or Mrs Mac  a 1923 graduate of Sydney Technical College who later donated her diploma to the Museum. She was also a path-breaker  teacher  …
