(-6.7068739967120869, 'wwf')
(-6.6626456153908515, 'irc')
(-4.2713746675726245, 'type_photo')
(-3.710641741669932, 'species')
(-3.4424190273423623, 'room read')
(-2.9110532363087311, 'homeless')
(-2.842640486401502, 'wildlife')
(-2.7960621121703211, 'type_photo has_url')
(-2.7900827734239724, 'refugee')
(-2.7869801330064559, 'refugees')
(-2.7712937220287177, 'unhcr')
(-2.7300582819748276, 'conservation')
(-2.6687457888490989, 'wfp')
(-2.6488460587072038, 'alzheimer')
(-2.5672232761139782, 'nature')
(-2.3287578274513931, 'hour')
(-2.2682630711044398, 'reason hope')
(-2.2651934266265901, 'room')
(-2.1779261394516491, 'share')
(-2.1611316202552504, 'education')
(-2.1537546647932881, 'planet')
(-2.1120594819386511, 'rescue')
(-2.0635323193901374, 'syria')
(-2.0454739473864634, 'nepal')
(-1.9794072175197721, 'read')
(-1.9725586563357118, 'laos')
(-1.9637501782056526, 'has_exclam type_photo')
(-1.9621872134828433, 'low_wps type_photo')
(-1.9059528683659182, 'girls')
(-1.8682735012476901, 'has_qmark type_photo')
(-1.8424935162786142, 'updates')
(-1.8221019889636834, 'glimpse')
(-1.7982548387896646, 'vietnam')
(-1.7562862484491519, 'women')
(-1.7352001116144518, 'fracking')
(-1.7185676717206335, 'john wood')
(-1.7134887502340994, 'tiger')
(-1.6996807080756993, 'ebola')
(-1.6923225156120161, 'panda')
(-1.6870901195405879, 'newroots')
(-1.6828889356627048, 'caption')
(-1.6727581447385362, 'cambodia')
(-1.6389239707488721, 'wood')
(-1.6206922142724196, 'david')
(-1.60265800762682, 'john')
(-1.5871960275927934, 'abortion')
(-1.5585903514420794, 'genr')
(-1.5555775571134685, 'type_link blog')
(-1.5451580319278233, 'booktober')
(-1.5422258592248888, 'rhino')
(-1.5382282147400861, 'news')
(-1.4975984722145113, 'libraries')
(-1.492355742708271, 'type_photo happy')
(-1.464888141445515, 'displaced')
(-1.4624293113234583, 'caught')
(-1.4593035440310687, 'endalz')
(-1.4486330790997217, 'peaceful')
(-1.429654328849886, 'honor')
(-1.4231951265457241, 'oil')
(-1.4215984440604259, 'sc')
(-1.4215984440604259, 'sc org')
(-1.4153805204213612, 'breaking')
(-1.4144257511483549, 'type_link happy')
(-1.4064293243141515, 'kids')
(-1.4049032619883277, 'environment')
(-1.3968413955066692, 'country director')
(-1.3948161227130718, 'girl')
(-1.3937773725000657, 'millions')
(-1.3919228734622058, '2012')
(-1.3911755816570628, 'control')
(-1.3790806064445527, 'hunger')
(-1.372589230545225, 'heroes')
(-1.3681785598016944, 'family')
(-1.3573528812858329, 'roots')
(-1.3534780027980327, 'says')
(-1.3439650979375539, 'cause_yes power_yes')
(-1.3433680427790351, 'malala')
(-1.3353809841073803, 'tigers')
(-1.3158585237978002, 'drought')
(-1.312437336467144, 'world')
(-1.3101804205243253, 'david miliband')
(-1.3101804205243253, 'miliband')
(-1.2897975901286132, 'species day')
(-1.2843080999399648, 'miles')
(-1.282826280169475, 'humanitarian')
(-1.2748862586023397, 'new roots')
(-1.2744409021897487, 'infographic')
(-1.269794626620552, 'sea')
(-1.2690399646601349, 'reason')
(-1.2688313862271821, 'malawi')
(-1.2670911685632436, 'type_link check')
(-1.2638003019715629, 'pass')
(-1.2637250670842279, 'polio')
(-1.2595059270187863, 'horn')
(-1.2534154492848379, 'roomtoread')
(-1.2534154492848379, 'roomtoread org')
(-1.2454561237412798, 'child')
(-1.2446422041135274, 'rhinos')
(-1.2437275056196981, 'international')
(-1.2401901859542064, 'whale')
(-1.2329557583638244, 'mom')
(-1.2296597033579961, 'tanzania')
(-1.2273775974652885, 'cause_yes differ_yes')
(-1.2240094690384118, 'affiliation_yes has_exclam')
(-1.2179330280392016, 'red panda')
(-1.2116329288085526, 'zambia')
(-1.2100268001369769, 'seconds')
(-1.2059483435496188, 'suma')
(-1.2023964690499935, 'photos')
(-1.1892929177003968, 'tyler')
(-1.1854156514084451, 'voice')
(-1.1750440661260295, 'type_link uploaded')
(-1.1750440661260295, 'uploaded new')
(-1.172620174930004, 'renewable energy')
(-1.1708470334398127, 'strong')
(-1.170771394439363, 'feed')
(-1.1692464402590899, 'times')
(-1.1682229006791918, 'mali')
(-1.1638573668590628, '000')
(-1.1611484740564035, 'syrian')
(-1.1512114454065356, 'support wwf')
(-1.149435004849545, 'lights')
(-1.1384184461853797, 'image')
(-1.1372983757515036, 'wildlife fund')
(-1.1369918509841472, 'olympic')
(-1.1363062543660936, 'camp')
(-1.1348839188285813, 'school library')
(-1.1344494083203884, 'energy')
(-1.1306942166522982, 'rain tees')
(-1.1288372862375353, 'has_url breaking')
(-1.1274538028669097, 'literacy')
(-1.1236882847721119, 'nk')
(-1.1216539555309422, 'fleeing')
(-1.1203756738028958, 'type_photo little')
(-1.1187566900989914, 'imagine')
(-1.1122656378687859, 'farmers')
(-1.1100765967530619, 'is_authentic_yes insight_yes')
(-1.1094590890437002, 'important')
