9.99829703316e-05	circled
9.99504237918e-07	fabulous
9.99504237918e-06	methods
9.98505732186e-08	propellant
9.97430592986e-05	truss
9.96509354459e-05	remnant
9.96339025069e-05	detect
9.96331208591e-06	exploremars
9.96187933907e-05	exoplanet
9.95367252783e-05	digital
9.93659183895e-06	point
9.92603793107e-05	stay
9.91619257646e-05	period
9.91604651622e-05	hoshide
9.90353850726e-05	assist
9.9034151319e-05	nustar
9.8973816119e-05	charred
9.8722911316e-05	los
9.85051023351e-05	southwest
9.84189173109e-05	leave
9.83247009191e-05	match
9.78489990797e-05	order
9.78152971858e-05	discovers
9.76316715915e-07	harvard
9.75369771498e-05	felt
9.7511421916e-05	hemisphere
9.72654418779e-05	pancake
9.72611104013e-05	passion
9.70972057213e-05	eventually
9.69216230708e-06	montr
9.69216230708e-06	lie
9.69216230708e-06	canadaday
9.68315099478e-05	carlos
9.66187429987e-05	asknasa
9.65292016637e-05	edge
9.64514337704e-05	session
9.64137020336e-05	knowledge
9.6300880244e-05	transiting
9.61945687776e-05	astrium
9.61582667916e-06	lying
9.60546531496e-05	yellowknife
9.59558492024e-05	figure
9.57377154362e-05	quite
9.57115730262e-05	partner
9.54692157076e-06	accurately
9.54600005323e-05	estimate
9.52582490981e-05	magnetic
9.51155934533e-05	patterns
9.50681494612e-05	success
9.50401900502e-05	campaign
9.5021199089e-07	ch
9.49822067389e-05	firing
9.49024733306e-05	rex
9.48248367302e-05	peek
9.47748974857e-05	miller
9.46898751712e-07	container
9.463257072e-06	turned
9.45773181087e-05	interviews
9.44816446787e-05	scale
9.42145565214e-05	greenbelt
9.41730683261e-05	orange
9.4110291987e-09	devices
9.40704508505e-05	hour
9.40400445774e-05	cards
9.40328302188e-05	variations
9.40142649255e-07	globe
9.38692680938e-05	continued
9.37906854751e-05	carrier
9.37277317918e-05	pre
9.37227296344e-05	heard
9.34868365837e-05	duo
9.34209842028e-05	detects
9.3405237375e-05	address
9.33122301745e-05	theory
9.33103979711e-05	pacific
9.33012227445e-05	blackout
9.32990812562e-05	lee
9.32922635818e-05	type_event
9.31932120425e-05	suffering
9.31783617935e-05	clampin
9.3111710585e-05	honeycomb
9.30655585367e-05	ames
9.30093642725e-05	streams
9.3003954964e-05	marine
9.28224338817e-05	mode
9.27918919122e-05	organics
9.26835998714e-05	position
9.25466886961e-07	terror
9.25466886961e-07	spain
9.25466886961e-07	recap
9.25466886961e-07	phobos
9.25466886961e-07	park
9.25466886961e-07	lesson
9.25466886961e-07	installation
9.25466886961e-07	inomn
9.25466886961e-07	destructive
9.25466886961e-07	caves
9.25227995722e-05	13m
9.24068165514e-05	paper
9.2369116081e-05	craters
